"DV","Source","Sample","N","CPT_pos","CPT_neg","CPTpos_p","CPTneg_p","Asym_p","Adj_R2"
"CPI Fuel & Light","MoSPI API cached","2011-05-01 to 2024-12-01",164,0.060848,0.010808,0.0337,0.6649,0.2647,0.2144
