"DV","Source","Sample","N","CPT_pos","CPT_neg","CPTpos_p","CPTneg_p","Asym_p","Adj_R2"
"dlnPetrol (Delhi RSP)","PPAC","2004-08-01 to 2024-12-01",245,0.345911,0.191205,0,2e-04,0.0999,0.236
