"Specification","Sample_start","Sample_end","N","Span_years","Adj_R2","CPT_pos","CPT_neg","CPTpos_p","CPTneg_p","Asym_p"
"Headline WPI ADL: INR oil +/- , AR(12), oil lags 0:6, month FE","1983-05-01","2026-03-01",515,42.92,0.4207,0.030113,0.037442,0.024,0.0012,0.6727
