"date","CPT_pos","CPT_neg","Asym_p"
2019-06-01,-0.000112123394596933,-0.0163905231850039,0.62074245463906
2019-07-01,0.010080917467399,-0.0182678033706363,0.372463548509733
2019-08-01,0.00870187328635575,-0.019203755882079,0.387468674418604
2019-09-01,0.00622361250694541,-0.0182951200691886,0.451595031935792
2019-10-01,0.00399586232747852,-0.0194315335652845,0.484168871770467
2019-11-01,0.00040124636844665,-0.0176786300069576,0.588155249006423
2019-12-01,-0.000411847734598092,-0.00654325091202725,0.859775718398764
2020-01-01,0.00483734155847473,-0.010351954275884,0.67947170005746
2020-02-01,0.014277392226931,-0.0177683375993833,0.402487662608443
2020-03-01,0.0139977192139947,-0.0210734995931672,0.360169428934723
2020-04-01,0.0195758677862238,-0.034914341284031,0.137586591447111
2020-05-01,0.012793040677227,-0.0213110877110883,0.41441825879878
2020-06-01,0.0181952268560799,-0.026544362083598,0.217267257654435
2020-07-01,0.018079017053313,-0.0265470124412203,0.21415793072451
2020-08-01,0.00644128313274644,-0.0154894824043449,0.372263511738693
2020-09-01,0.0118125383112309,-0.0140446463432574,0.323757713637944
2020-10-01,0.00887841618372194,-0.0210752183458968,0.241151048774491
2020-11-01,0.000887952486071181,-0.0259757873167802,0.287642438121001
2020-12-01,0.00664143351047277,-0.02756498930054,0.177316419428614
2021-01-01,0.00471093494579384,-0.0288510020578801,0.191386000605316
2021-02-01,0.0335136153967654,-0.0249471564844189,0.0471526028959098
2021-03-01,0.0341280228538068,-0.0257678324139434,0.0429956830532149
2021-04-01,0.0255048539528921,-0.0180976612268923,0.121704818910921
2021-05-01,0.00756163050926414,-0.0114570370514464,0.538727625823777
2021-06-01,0.0158279630117896,-0.00637817781635708,0.499903145733169
2021-07-01,0.0233384856146164,-0.0110672007716897,0.27273691320923
2021-08-01,0.0170036235247622,-0.0131969488966891,0.319723349226942
2021-09-01,0.00233464499102498,-0.0110293345429286,0.634245669293413
2021-10-01,0.00155990924773029,-0.0058305444503925,0.804390900670164
2021-11-01,0.00140141368613384,-0.00757104583217011,0.758942745752016
2021-12-01,0.00661660780897333,-0.00429631751618196,0.695928358434385
2022-01-01,-0.00388990783718375,-0.00250299605090335,0.958245870924526
2022-02-01,-0.0119330441518049,-0.00102088324316444,0.663568392520351
2022-03-01,-0.00555664269304712,0.00452358218296704,0.774546046848802
2022-04-01,0.0151704277938014,-0.000334872895843598,0.671681368788526
2022-05-01,0.0157703731295641,-0.000512802027059923,0.64127813101816
2022-06-01,0.00418647636471014,0.000726950588479688,0.921144819546337
2022-07-01,0.00617841687937022,0.00181734792003713,0.899206518371309
2022-08-01,0.00457601445884091,0.000740183956695998,0.911943019003649
2022-09-01,0.00427837544402287,0.000875811687798019,0.921799352434375
2022-10-01,0.00628443069370302,0.00504547731170662,0.971834493426997
2022-11-01,0.00963685233330851,0.00668309822276237,0.931555116149577
2022-12-01,0.00500568596190043,0.0112144136621718,0.84976031076371
2023-01-01,0.00658978300541927,0.00917306905697261,0.939607840019409
2023-02-01,0.00971696179623406,0.0098432269370705,0.996877879156554
2023-03-01,3.80166922730081e-05,0.0159217059022524,0.513444915180925
2023-04-01,-0.0039088584078893,0.0189787893615085,0.337558253908278
2023-05-01,-0.00583205253149094,0.0199502774693909,0.278624392708564
2023-06-01,-0.0102450286556221,0.0217015640813593,0.191888856886609
2023-07-01,-0.00181416112998879,0.0140521249255028,0.373376914615722
2023-08-01,-0.00218471859820273,0.0143536409307709,0.372130088056203
2023-09-01,-0.0211723386058657,0.018983266663547,0.0932965387489494
2023-10-01,-0.0196235743901946,0.0181352779823883,0.110775569589058
2023-11-01,-0.0138285491215473,0.0130801312752096,0.226086247856077
2023-12-01,-0.0104366106053551,0.00882104705772154,0.439352235196056
2024-01-01,-0.013026683776385,0.0296587911426048,0.0469872593726774
2024-02-01,-0.0160875131153952,0.0217043942713487,0.0531363494892129
2024-03-01,-0.000355329457141648,0.0172994762668961,0.373946113192434
2024-04-01,-0.000504770913456876,0.0166438179041838,0.386479800392254
2024-05-01,0.00311880824551139,0.010686210925638,0.710499427921773
2024-06-01,0.00198653861719622,0.0114644158310566,0.643924873417597
2024-07-01,0.00542829964564918,0.00869260493561838,0.868165053252231
2024-08-01,0.00544329033923699,0.00965342773981454,0.822618090083058
2024-09-01,0.00389367147543041,0.0102988883005627,0.740437330392176
2024-10-01,0.00437718459504346,0.0116104443844953,0.707847133825194
2024-11-01,0.0033284622322678,0.0109783693116872,0.693282647209887
2024-12-01,0.0059137709320379,0.0102109736212901,0.826868644764611
